gene_name,start,end,seqname,region
RFC4,186789880,186807058,chr3,chr_3_loc_186750000
ADIPOQ,186842704,186858463,chr3,chr_3_loc_186750000
RPL39L,187120948,187180908,chr3,chr_3_loc_187000000
RTP1,187197486,187201462,chr3,chr_3_loc_187000000
RTP4,187368385,187372076,chr3,chr_3_loc_187250000
SST,187668912,187670394,chr3,chr_3_loc_187500000
RTP2,187698259,187702557,chr3,chr_3_loc_187500000
BCL6,187721377,187745725,chr3,chr_3_loc_187500000
ENSG00000285938,187743686,187746028,chr3,chr_3_loc_187500000
CLDN1,190305707,190322446,chr3,chr_3_loc_190250000
CLDN16,190322541,190412138,chr3,chr_3_loc_190250000
TMEM207,190428655,190449901,chr3,chr_3_loc_190250000
IL1RAP,190514051,190659750,chr3,chr_3_loc_190500000
GMNC,190852737,190892429,chr3,chr_3_loc_190750000
UTS2B,191267168,191330526,chr3,chr_3_loc_191250000
CCDC50,191329085,191398659,chr3,chr_3_loc_191250000
PYDC2,191461163,191461456,chr3,chr_3_loc_191250000
MB21D2,192796815,192917856,chr3,chr_3_loc_192750000
ATP13A5,193274789,193378820,chr3,chr_3_loc_193250000
OPA1,193593144,193697811,chr3,chr_3_loc_193500000
HES1,194136148,194138732,chr3,chr_3_loc_194000000
CPN2,194339768,194351328,chr3,chr_3_loc_194250000
LRRC15,194355249,194369743,chr3,chr_3_loc_194250000
GP5,194394821,194399266,chr3,chr_3_loc_194250000
ATP13A3,194402672,194498364,chr3,chr_3_loc_194250000
TMEM44,194587673,194633689,chr3,chr_3_loc_194500000
LSG1,194640791,194672463,chr3,chr_3_loc_194500000
FAM43A,194685883,194689037,chr3,chr_3_loc_194500000
ACAP2,195274745,195443044,chr3,chr_3_loc_195250000
PPP1R2,195514428,195543386,chr3,chr_3_loc_195500000
APOD,195568705,195584033,chr3,chr_3_loc_195500000
MUC20,195720884,195741123,chr3,chr_3_loc_195500000
TNK2,195863364,195911945,chr3,chr_3_loc_195750000
ENSG00000289747,195908695,195909561,chr3,chr_3_loc_195750000
TFRC,196012511,196082153,chr3,chr_3_loc_196000000
ZDHHC19,196197452,196211437,chr3,chr_3_loc_196000000
SLC51A,196211487,196243178,chr3,chr_3_loc_196000000
DYNLT2B,196291219,196318299,chr3,chr_3_loc_196250000
TM4SF19-DYNLT2B,196316082,196338373,chr3,chr_3_loc_196250000
TM4SF19,196319342,196338503,chr3,chr_3_loc_196250000
UBXN7,196347662,196432430,chr3,chr_3_loc_196250000
SMCO1,196506879,196515346,chr3,chr_3_loc_196500000
WDR53,196554177,196568674,chr3,chr_3_loc_196500000
FBXO45,196568611,196589059,chr3,chr_3_loc_196500000
NRROS,196639694,196662004,chr3,chr_3_loc_196500000
PIGX,196639775,196736007,chr3,chr_3_loc_196500000
CEP19,196706277,196712250,chr3,chr_3_loc_196500000
SENP5,196867856,196934714,chr3,chr_3_loc_196750000
NCBP2,196935402,196942594,chr3,chr_3_loc_196750000
NCBP2AS2,196942674,196943543,chr3,chr_3_loc_196750000
PIGZ,196946356,196969060,chr3,chr_3_loc_196750000
BDH1,197509783,197573323,chr3,chr_3_loc_197500000
RUBCN,197668867,197749727,chr3,chr_3_loc_197500000
LRCH3,197791226,197888436,chr3,chr_3_loc_197750000
IQCG,197889077,197960142,chr3,chr_3_loc_197750000
RPL35A,197950190,197956610,chr3,chr_3_loc_197750000
ZNF595,53286,88208,chr4,chr_4_loc_0
ZNF718,124501,202303,chr4,chr_4_loc_0
ZNF732,270675,305474,chr4,chr_4_loc_250000
ZNF141,337814,384868,chr4,chr_4_loc_250000
ZNF721,425815,499156,chr4,chr_4_loc_250000
TMEM271,573880,576295,chr4,chr_4_loc_500000
PDE6B,625573,670782,chr4,chr_4_loc_500000
ATP5ME,672436,674330,chr4,chr_4_loc_500000
MYL5,673580,682028,chr4,chr_4_loc_500000
SLC49A3,681829,689271,chr4,chr_4_loc_500000
CPLX1,784957,826129,chr4,chr_4_loc_750000
GAK,849276,932373,chr4,chr_4_loc_750000
TMEM175,932387,958656,chr4,chr_4_loc_750000
DGKQ,958887,986895,chr4,chr_4_loc_750000
SLC26A1,979073,993440,chr4,chr_4_loc_750000
FGFRL1,1009936,1026898,chr4,chr_4_loc_1000000
RNF212,1056250,1113564,chr4,chr_4_loc_1000000
SPON2,1166932,1208962,chr4,chr_4_loc_1000000
MAEA,1289887,1340147,chr4,chr_4_loc_1250000
UVSSA,1345691,1395989,chr4,chr_4_loc_1250000
NKX1-1,1402932,1406442,chr4,chr_4_loc_1250000
FAM53A,1617915,1684313,chr4,chr_4_loc_1500000
SLBP,1692731,1712344,chr4,chr_4_loc_1500000
TACC3,1712858,1745171,chr4,chr_4_loc_1500000
TMEM129,1715952,1721358,chr4,chr_4_loc_1500000
FGFR3,1793293,1808872,chr4,chr_4_loc_1750000
LETM1,1811479,1856156,chr4,chr_4_loc_1750000
NSD2,1871393,1982207,chr4,chr_4_loc_1750000
C4orf48,2041995,2043964,chr4,chr_4_loc_2000000
NAT8L,2059327,2069089,chr4,chr_4_loc_2000000
POLN,2071918,2242121,chr4,chr_4_loc_2000000
ENSG00000290263,2078998,2242276,chr4,chr_4_loc_2000000
HAUS3,2227464,2242133,chr4,chr_4_loc_2000000
ZFYVE28,2269582,2418651,chr4,chr_4_loc_2250000
CFAP99,2418974,2462942,chr4,chr_4_loc_2250000
ENSG00000290180,2512477,2625320,chr4,chr_4_loc_2500000
FAM193A,2536647,2732573,chr4,chr_4_loc_2500000
SH3BP2,2793071,2841098,chr4,chr_4_loc_2750000
ADD1,2843844,2930076,chr4,chr_4_loc_2750000
MFSD10,2930561,2934834,chr4,chr_4_loc_2750000
NOP14,2937933,2963406,chr4,chr_4_loc_2750000
HTT,3041363,3243957,chr4,chr_4_loc_3000000
RGS12,3293021,3439913,chr4,chr_4_loc_3250000
HGFAC,3441968,3449486,chr4,chr_4_loc_3250000
LRPAP1,3503612,3532446,chr4,chr_4_loc_3500000
ADRA2C,3766348,3768526,chr4,chr_4_loc_3750000
OTOP1,4188726,4226929,chr4,chr_4_loc_4000000
TMEM128,4235542,4248223,chr4,chr_4_loc_4000000
LYAR,4267701,4290154,chr4,chr_4_loc_4250000
ZBTB49,4290251,4321786,chr4,chr_4_loc_4250000
NSG1,4348140,4419058,chr4,chr_4_loc_4250000
MSX1,4859665,4863936,chr4,chr_4_loc_4750000
CYTL1,5014586,5019458,chr4,chr_4_loc_5000000
EVC2,5542772,5709548,chr4,chr_4_loc_5500000
JAKMIP1,6026199,6200591,chr4,chr_4_loc_6000000
ENSG00000284684,6064977,6070162,chr4,chr_4_loc_6000000
WFS1,6269849,6303265,chr4,chr_4_loc_6250000
MAN2B2,6575189,6623362,chr4,chr_4_loc_6500000
MRFAP1,6640091,6642729,chr4,chr_4_loc_6500000
ENSG00000170846,6663396,6676755,chr4,chr_4_loc_6500000
S100P,6693878,6697170,chr4,chr_4_loc_6500000
MRFAP1L1,6707701,6709865,chr4,chr_4_loc_6500000
BLOC1S4,6716174,6717664,chr4,chr_4_loc_6500000
KIAA0232,6781375,6884170,chr4,chr_4_loc_6750000
CCDC96,7040849,7043001,chr4,chr_4_loc_7000000
TADA2B,7041899,7057952,chr4,chr_4_loc_7000000
GRPEL1,7058671,7068085,chr4,chr_4_loc_7000000
PSAPL1,7430285,7434930,chr4,chr_4_loc_7250000
AFAP1,7758714,7939926,chr4,chr_4_loc_7750000
SH3TC1,8182072,8241803,chr4,chr_4_loc_8000000
HTRA3,8269754,8307098,chr4,chr_4_loc_8250000
ACOX3,8366282,8440723,chr4,chr_4_loc_8250000
TRMT44,8436140,8493531,chr4,chr_4_loc_8250000
GPR78,8558725,8619761,chr4,chr_4_loc_8500000
CPZ,8592660,8619759,chr4,chr_4_loc_8500000
HMX1,8846076,8871839,chr4,chr_4_loc_8750000
FAM90A26,9170409,9176730,chr4,chr_4_loc_9000000
USP17L10,9210657,9212249,chr4,chr_4_loc_9000000
USP17L11,9215405,9216997,chr4,chr_4_loc_9000000
USP17L12,9220152,9221744,chr4,chr_4_loc_9000000
USP17L13,9224896,9226488,chr4,chr_4_loc_9000000
USP17L15,9234385,9236046,chr4,chr_4_loc_9000000
USP17L17,9243879,9245471,chr4,chr_4_loc_9000000
USP17L19,9253378,9254970,chr4,chr_4_loc_9250000
USP17L20,9258124,9259716,chr4,chr_4_loc_9250000
USP17L21,9262872,9264464,chr4,chr_4_loc_9250000
USP17L22,9267619,9269211,chr4,chr_4_loc_9250000
USP17L23,9272364,9272914,chr4,chr_4_loc_9250000
USP17L24,9325165,9326757,chr4,chr_4_loc_9250000
USP17L25,9329911,9331503,chr4,chr_4_loc_9250000
USP17L26,9334658,9336250,chr4,chr_4_loc_9250000
USP17L5,9339403,9340995,chr4,chr_4_loc_9250000
USP17L27,9344148,9345740,chr4,chr_4_loc_9250000
USP17L28,9348893,9350485,chr4,chr_4_loc_9250000
USP17L29,9353638,9355230,chr4,chr_4_loc_9250000
USP17L30,9363129,9364721,chr4,chr_4_loc_9250000
DEFB131A,9444414,9450666,chr4,chr_4_loc_9250000
DRD5,9781634,9784009,chr4,chr_4_loc_9750000
WDR1,10068089,10116972,chr4,chr_4_loc_10000000
ZNF518B,10439880,10457426,chr4,chr_4_loc_10250000
HS3ST1,11393150,11429564,chr4,chr_4_loc_11250000
RAB28,13361354,13484365,chr4,chr_4_loc_13250000
NKX3-2,13540830,13544508,chr4,chr_4_loc_13500000
BOD1L1,13568738,13627725,chr4,chr_4_loc_13500000
CPEB2,15002481,15070153,chr4,chr_4_loc_15000000
C1QTNF7,15339818,15446167,chr4,chr_4_loc_15250000
FBXL5,15604381,15681679,chr4,chr_4_loc_15500000
FAM200B,15681662,15690447,chr4,chr_4_loc_15500000
BST1,15703065,15738313,chr4,chr_4_loc_15500000
CD38,15778275,15853232,chr4,chr_4_loc_15750000
FGFBP1,15935577,15938740,chr4,chr_4_loc_15750000
FGFBP2,15960245,15969309,chr4,chr_4_loc_15750000
TAPT1,16160505,16227410,chr4,chr_4_loc_16000000
CLRN2,17515165,17527104,chr4,chr_4_loc_17500000
LAP3,17577198,17607972,chr4,chr_4_loc_17500000
MED28,17614641,17634105,chr4,chr_4_loc_17500000
DCAF16,17800655,17810758,chr4,chr_4_loc_17750000
NCAPG,17810979,17844865,chr4,chr_4_loc_17750000
PPARGC1A,23755041,23904089,chr4,chr_4_loc_23750000
DHX15,24517441,24584554,chr4,chr_4_loc_24500000
SOD3,24789912,24800842,chr4,chr_4_loc_24750000
CCDC149,24803514,24980204,chr4,chr_4_loc_24750000
SEPSECS,25120014,25160550,chr4,chr_4_loc_25000000
ZCCHC4,25312774,25370383,chr4,chr_4_loc_25250000
ANAPC4,25377263,25418498,chr4,chr_4_loc_25250000
SLC34A2,25648011,25678748,chr4,chr_4_loc_25500000
SMIM20,25861830,25929813,chr4,chr_4_loc_25750000
CCKAR,26481396,26490484,chr4,chr_4_loc_26250000
DTHD1,36281616,36347511,chr4,chr_4_loc_36250000
RELL1,37590800,37686376,chr4,chr_4_loc_37500000
PGM2,37826660,37862937,chr4,chr_4_loc_37750000
PTTG2,37960398,37961128,chr4,chr_4_loc_37750000
KLF3,38664197,38701517,chr4,chr_4_loc_38500000
TLR10,38772238,38782990,chr4,chr_4_loc_38750000
TLR1,38790677,38856817,chr4,chr_4_loc_38750000
TLR6,38822897,38856817,chr4,chr_4_loc_38750000
FAM114A1,38867677,38945739,chr4,chr_4_loc_38750000
KLHL5,39045039,39126857,chr4,chr_4_loc_39000000
RFC1,39287456,39366375,chr4,chr_4_loc_39250000
KLB,39406930,39451533,chr4,chr_4_loc_39250000
RPL9,39452587,39458931,chr4,chr_4_loc_39250000
LIAS,39459004,39485109,chr4,chr_4_loc_39250000
SMIM14,39546336,39638902,chr4,chr_4_loc_39500000
PDS5A,39822863,39977956,chr4,chr_4_loc_39750000
N4BP2,40056797,40158252,chr4,chr_4_loc_40000000
RHOH,40191011,40246967,chr4,chr_4_loc_40000000
CHRNA9,40335333,40355217,chr4,chr_4_loc_40250000
ENSG00000289761,41143022,41143099,chr4,chr_4_loc_41000000
UCHL1,41256413,41268455,chr4,chr_4_loc_41250000
PHOX2B,41744082,41748725,chr4,chr_4_loc_41500000
TMEM33,41935129,41960803,chr4,chr_4_loc_41750000
DCAF4L1,41981756,41986465,chr4,chr_4_loc_41750000
BEND4,42110853,42152878,chr4,chr_4_loc_42000000
SHISA3,42397488,42402487,chr4,chr_4_loc_42250000
YIPF7,44622088,44678556,chr4,chr_4_loc_44500000
GUF1,44678420,44700928,chr4,chr_4_loc_44500000
GNPDA2,44682200,44726588,chr4,chr_4_loc_44500000
GABRG1,46035769,46124054,chr4,chr_4_loc_46000000
GABRA4,46918900,46993581,chr4,chr_4_loc_46750000
COMMD8,47450787,47463702,chr4,chr_4_loc_47250000
NFXL1,47847233,47914667,chr4,chr_4_loc_47750000
TXK,48066393,48134250,chr4,chr_4_loc_48000000
SLAIN2,48341529,48426201,chr4,chr_4_loc_48250000
SLC10A4,48483343,48489526,chr4,chr_4_loc_48250000
ZAR1,48490252,48494389,chr4,chr_4_loc_48250000
OCIAD1,48805212,48861817,chr4,chr_4_loc_48750000
OCIAD2,48885019,48906937,chr4,chr_4_loc_48750000
DCUN1D4,51843000,51916837,chr4,chr_4_loc_51750000
SGCB,52020706,52038299,chr4,chr_4_loc_52000000
SPATA18,52051304,52097299,chr4,chr_4_loc_52000000
USP46,52590960,52659301,chr4,chr_4_loc_52500000
RASL11B,52862317,52866835,chr4,chr_4_loc_52750000
FIP1L1,53377569,53464382,chr4,chr_4_loc_53250000
CHIC2,54009789,54064605,chr4,chr_4_loc_54000000
GSX2,54099523,54102498,chr4,chr_4_loc_54000000
KIT,54657267,54740783,chr4,chr_4_loc_54500000
KDR,55078481,55125595,chr4,chr_4_loc_55000000
SRD5A3,55346213,55373100,chr4,chr_4_loc_55250000
ENSG00000288695,55346228,55388368,chr4,chr_4_loc_55250000
TMEM165,55395957,55453397,chr4,chr_4_loc_55250000
PDCL2,55556519,55592245,chr4,chr_4_loc_55500000
NMU,55595229,55636698,chr4,chr_4_loc_55500000
EXOC1L,55819790,55837489,chr4,chr_4_loc_55750000
EXOC1,55853648,55905086,chr4,chr_4_loc_55750000
AASDH,56338287,56387508,chr4,chr_4_loc_56250000
PPAT,56393362,56435615,chr4,chr_4_loc_56250000
PAICS,56435741,56464578,chr4,chr_4_loc_56250000
ARL9,56505209,56524959,chr4,chr_4_loc_56500000
THEGL,56530606,56603507,chr4,chr_4_loc_56500000
HOPX,56647989,56681877,chr4,chr_4_loc_56500000
SPINK2,56809860,56821742,chr4,chr_4_loc_56750000
REST,56907876,56966808,chr4,chr_4_loc_56750000
NOA1,56963350,56977606,chr4,chr_4_loc_56750000
IGFBP7,57030773,57110385,chr4,chr_4_loc_57000000
TECRL,64275257,64409468,chr4,chr_4_loc_64250000
STAP1,67558727,67607337,chr4,chr_4_loc_67500000
UBA6,67612652,67701155,chr4,chr_4_loc_67500000
TMPRSS11D,67820876,67884002,chr4,chr_4_loc_67750000
TMPRSS11A,67909395,67964140,chr4,chr_4_loc_67750000
TMPRSS11F,68053198,68129869,chr4,chr_4_loc_68000000
TMPRSS11B,68226653,68245694,chr4,chr_4_loc_68000000
YTHDC1,68310387,68350090,chr4,chr_4_loc_68250000
TMPRSS11E,68447463,68497604,chr4,chr_4_loc_68250000
UGT2B17,68537173,68576413,chr4,chr_4_loc_68500000
UGT2B15,68646597,68670652,chr4,chr_4_loc_68500000
UGT2B10,68815994,68832023,chr4,chr_4_loc_68750000
UGT2A3,68928463,68951804,chr4,chr_4_loc_68750000
UGT2B7,69051363,69112987,chr4,chr_4_loc_69000000
UGT2B11,69199951,69214748,chr4,chr_4_loc_69000000
UGT2B28,69280475,69295050,chr4,chr_4_loc_69250000
UGT2A2,69588417,69639642,chr4,chr_4_loc_69500000
UGT2A1,69588417,69653249,chr4,chr_4_loc_69500000
ENSG00000284695,69810780,69847786,chr4,chr_4_loc_69750000
SULT1E1,69841212,69860145,chr4,chr_4_loc_69750000
CSN1S1,69931068,69946574,chr4,chr_4_loc_69750000
CSN2,69955256,69965728,chr4,chr_4_loc_69750000
HTN3,70028455,70036538,chr4,chr_4_loc_70000000
HTN1,70050438,70058848,chr4,chr_4_loc_70000000
PRR27,70133616,70176799,chr4,chr_4_loc_70000000
ODAM,70195725,70204576,chr4,chr_4_loc_70000000
FDCSP,70226124,70235252,chr4,chr_4_loc_70000000
CABS1,70334981,70337116,chr4,chr_4_loc_70250000
SMR3A,70360760,70367158,chr4,chr_4_loc_70250000
SMR3B,70370093,70390244,chr4,chr_4_loc_70250000
OPRPN,70397931,70410195,chr4,chr_4_loc_70250000
MUC7,70430492,70482997,chr4,chr_4_loc_70250000
AMTN,70518569,70532743,chr4,chr_4_loc_70500000
AMBN,70592256,70607288,chr4,chr_4_loc_70500000
ENAM,70628744,70646824,chr4,chr_4_loc_70500000
JCHAIN,70655541,70681817,chr4,chr_4_loc_70500000
UTP3,70688532,70690551,chr4,chr_4_loc_70500000
GRSF1,70815783,70839897,chr4,chr_4_loc_70750000
NPFFR2,72031902,72148305,chr4,chr_4_loc_72000000
COX18,73052362,73069755,chr4,chr_4_loc_73000000
ALB,73397114,73421482,chr4,chr_4_loc_73250000
AFP,73431138,73456174,chr4,chr_4_loc_73250000
RASSF6,73571550,73620631,chr4,chr_4_loc_73500000
CXCL8,73740519,73743716,chr4,chr_4_loc_73500000
CXCL6,73836640,73849064,chr4,chr_4_loc_73750000
PF4V1,73853296,73854483,chr4,chr_4_loc_73750000
CXCL1,73869393,73871308,chr4,chr_4_loc_73750000
PF4,73980811,73982027,chr4,chr_4_loc_73750000
ENSG00000288796,73981074,73988190,chr4,chr_4_loc_73750000
PPBP,73986439,73988190,chr4,chr_4_loc_73750000
CXCL5,73995642,73998677,chr4,chr_4_loc_73750000
CXCL3,74036589,74038807,chr4,chr_4_loc_74000000
CXCL2,74097040,74099196,chr4,chr_4_loc_74000000
EPGN,74308470,74316789,chr4,chr_4_loc_74250000
EREG,74365145,74388749,chr4,chr_4_loc_74250000
AREG,74445136,74455005,chr4,chr_4_loc_74250000
THAP6,75513946,75550473,chr4,chr_4_loc_75500000
ODAPH,75556048,75565871,chr4,chr_4_loc_75500000
CDKL2,75576496,75630716,chr4,chr_4_loc_75500000
G3BP2,75641849,75724589,chr4,chr_4_loc_75500000
PPEF2,75859864,75902571,chr4,chr_4_loc_75750000
NAAA,75913660,75941013,chr4,chr_4_loc_75750000
SDAD1,75940950,75990962,chr4,chr_4_loc_75750000
CXCL9,76001275,76007509,chr4,chr_4_loc_76000000
ART3,76011184,76114048,chr4,chr_4_loc_76000000
CXCL10,76021118,76023497,chr4,chr_4_loc_76000000
CXCL11,76033682,76041415,chr4,chr_4_loc_76000000
NUP54,76107562,76148485,chr4,chr_4_loc_76000000
SCARB2,76158737,76234536,chr4,chr_4_loc_76000000
FAM47E-STBD1,76251721,76311129,chr4,chr_4_loc_76250000
STBD1,76306733,76311130,chr4,chr_4_loc_76250000
CCDC158,76312997,76421868,chr4,chr_4_loc_76250000
SOWAHB,76894152,76898144,chr4,chr_4_loc_76750000
CCNI,77047155,77076309,chr4,chr_4_loc_77000000
CXCL13,77511753,77611834,chr4,chr_4_loc_77500000
MRPL1,77862830,77952785,chr4,chr_4_loc_77750000
ANXA3,78551747,78610451,chr4,chr_4_loc_78500000
BMP2K,78776342,78916365,chr4,chr_4_loc_78750000
PAQR3,78887127,78939438,chr4,chr_4_loc_78750000
GK2,79406361,79408228,chr4,chr_4_loc_79250000
PRDM8,80183879,80204329,chr4,chr_4_loc_80000000
FGF5,80266639,80336680,chr4,chr_4_loc_80250000
BMP3,81030708,81057627,chr4,chr_4_loc_81000000
PRKG2,81087370,81215222,chr4,chr_4_loc_81000000
HNRNPD,82352498,82374503,chr4,chr_4_loc_82250000
HNRNPDL,82422565,82430462,chr4,chr_4_loc_82250000
ENOPH1,82430590,82461177,chr4,chr_4_loc_82250000
SEC31A,82818509,82901166,chr4,chr_4_loc_82750000
THAP9,82900684,82919969,chr4,chr_4_loc_82750000
COPS4,83034447,83075818,chr4,chr_4_loc_83000000
PLAC8,83090048,83137075,chr4,chr_4_loc_83000000
COQ2,83261536,83284914,chr4,chr_4_loc_83250000
HPSE,83292461,83335153,chr4,chr_4_loc_83250000
HELQ,83407343,83455855,chr4,chr_4_loc_83250000
MRPS18C,83455932,83469735,chr4,chr_4_loc_83250000
GPAT3,83535914,83605875,chr4,chr_4_loc_83500000
NKX6-1,84491985,84499292,chr4,chr_4_loc_84250000
CDS1,84583127,84651334,chr4,chr_4_loc_84500000
SLC10A6,86823468,86849384,chr4,chr_4_loc_86750000
C4orf36,86876205,86892422,chr4,chr_4_loc_86750000
ENSG00000285458,86886472,86936178,chr4,chr_4_loc_86750000
KLHL8,87160103,87240314,chr4,chr_4_loc_87000000
HSD17B13,87303789,87322886,chr4,chr_4_loc_87250000
HSD17B11,87336515,87391188,chr4,chr_4_loc_87250000
NUDT9,87422573,87459455,chr4,chr_4_loc_87250000
DSPP,87608529,87616873,chr4,chr_4_loc_87500000
DMP1,87650280,87664361,chr4,chr_4_loc_87500000
IBSP,87799554,87812435,chr4,chr_4_loc_87750000
MEPE,87821398,87846814,chr4,chr_4_loc_87750000
SPP1,87975667,87983532,chr4,chr_4_loc_87750000
PKD2,88007635,88077777,chr4,chr_4_loc_88000000
ABCG2,88090150,88231628,chr4,chr_4_loc_88000000
PPM1K,88257620,88284769,chr4,chr_4_loc_88250000
HERC6,88378739,88443097,chr4,chr_4_loc_88250000
PYURF,88520998,88523776,chr4,chr_4_loc_88500000
PIGY,88520998,88523776,chr4,chr_4_loc_88500000
HERC3,88523810,88708450,chr4,chr_4_loc_88500000
HERC3,88592434,88708541,chr4,chr_4_loc_88500000
NAP1L5,88695913,88697829,chr4,chr_4_loc_88500000
TIGD2,89111533,89114901,chr4,chr_4_loc_89000000
MMRN1,89879532,89954629,chr4,chr_4_loc_89750000
ATOH1,93828753,93830964,chr4,chr_4_loc_93750000
HPGDS,94298535,94342876,chr4,chr_4_loc_94250000
PDHA2,95840093,95841464,chr4,chr_4_loc_95750000
RAP1GDS1,98261384,98443858,chr4,chr_4_loc_98250000
EIF4E,98879276,98929133,chr4,chr_4_loc_98750000
ADH5,99070978,99088801,chr4,chr_4_loc_99000000
ADH4,99123657,99157792,chr4,chr_4_loc_99000000
ADH6,99202638,99219537,chr4,chr_4_loc_99000000
ADH1A,99276369,99291003,chr4,chr_4_loc_99250000
ADH1B,99304971,99321401,chr4,chr_4_loc_99250000
ADH1C,99336497,99352746,chr4,chr_4_loc_99250000
ADH7,99412261,99435510,chr4,chr_4_loc_99250000
C4orf17,99511012,99542303,chr4,chr_4_loc_99500000
TRMT10A,99546709,99564039,chr4,chr_4_loc_99500000
MTTP,99564081,99623997,chr4,chr_4_loc_99500000
C4orf54,99636529,99657828,chr4,chr_4_loc_99500000
DAPP1,99816827,99870190,chr4,chr_4_loc_99750000
LAMTOR3,99878336,99894428,chr4,chr_4_loc_99750000
DNAJB14,99896248,99946618,chr4,chr_4_loc_99750000
H2AZ1,99948086,99950355,chr4,chr_4_loc_99750000
DDIT4L,100185870,100190782,chr4,chr_4_loc_100000000
SLC39A8,102251080,102431258,chr4,chr_4_loc_102250000
NFKB1,102501330,102617302,chr4,chr_4_loc_102500000
UBE2D3,102794383,102868896,chr4,chr_4_loc_102750000
CISD2,102868974,102892807,chr4,chr_4_loc_102750000
SLC9B2,103019868,103085829,chr4,chr_4_loc_103000000
BDH2,103077592,103099870,chr4,chr_4_loc_103000000
CENPE,103105349,103198445,chr4,chr_4_loc_103000000
TACR3,103586031,103719985,chr4,chr_4_loc_103500000
CXXC4,104468308,104494901,chr4,chr_4_loc_104250000
PPA2,105369077,105474067,chr4,chr_4_loc_105250000
ARHGEF38,105552620,105708093,chr4,chr_4_loc_105500000
AIMP1,106315544,106349456,chr4,chr_4_loc_106250000
GIMD1,106357392,106368778,chr4,chr_4_loc_106250000
PAPSS1,107590276,107720234,chr4,chr_4_loc_107500000
SGMS2,107824563,107915047,chr4,chr_4_loc_107750000
CYP2U1,107931549,107953461,chr4,chr_4_loc_107750000
LEF1,108047545,108168956,chr4,chr_4_loc_108000000
RPL34,108620569,108630412,chr4,chr_4_loc_108500000
OSTC,108650585,108667820,chr4,chr_4_loc_108500000
MCUB,109560209,109688719,chr4,chr_4_loc_109500000
CASP6,109688622,109703583,chr4,chr_4_loc_109500000
PLA2G12A,109709989,109730070,chr4,chr_4_loc_109500000
GAR1,109815510,109824740,chr4,chr_4_loc_109750000
RRH,109827972,109849123,chr4,chr_4_loc_109750000
LRIT3,109848107,109872315,chr4,chr_4_loc_109750000
ELOVL6,110045846,110199199,chr4,chr_4_loc_110000000
PITX2,110617423,110642123,chr4,chr_4_loc_110500000
FAM241A,112145454,112195256,chr4,chr_4_loc_112000000
TIFA,112272968,112285955,chr4,chr_4_loc_112250000
ALPK1,112285509,112442621,chr4,chr_4_loc_112250000
NEUROG2,112513516,112516180,chr4,chr_4_loc_112500000
ZGRF1,112539333,112636995,chr4,chr_4_loc_112500000
LARP7,112637077,112657696,chr4,chr_4_loc_112500000
ARSJ,113900284,113979727,chr4,chr_4_loc_113750000
UGT8,114598770,114678225,chr4,chr_4_loc_114500000
TRAM1L1,117083554,117085576,chr4,chr_4_loc_117000000
PRSS12,118280038,118353003,chr4,chr_4_loc_118250000
METTL14,118685392,118715433,chr4,chr_4_loc_118500000
MYOZ2,119135832,119187789,chr4,chr_4_loc_119000000
C4orf3,119296419,119304445,chr4,chr_4_loc_119250000
FABP2,119317250,119322138,chr4,chr_4_loc_119250000
MAD2L1,120055623,120066858,chr4,chr_4_loc_120000000
NDNF,121035613,121073021,chr4,chr_4_loc_121000000
TNIP3,121131408,121227466,chr4,chr_4_loc_121000000
QRFPR,121328642,121381059,chr4,chr_4_loc_121250000
ANXA5,121667946,121696995,chr4,chr_4_loc_121500000
SMIM43,121758881,121765427,chr4,chr_4_loc_121750000
EXOSC9,121801318,121817021,chr4,chr_4_loc_121750000
